town,year,group,total_crashes,fatal_crashes,injury_or_fatal_crashes
Montville,2022,Driver/Passenger,401,0,85
Montville,2022,Pedestrian/Cyclist/Other,4,1,4
Montville,2023,Driver/Passenger,400,1,88
Montville,2023,Pedestrian/Cyclist/Other,2,0,0
Montville,2024,Driver/Passenger,423,2,89
Montville,2024,Pedestrian/Cyclist/Other,3,0,3
Montville,2025,Driver/Passenger,417,3,92
Montville,2025,Pedestrian/Cyclist/Other,2,0,1
Morris,2015,Driver/Passenger,38,0,8
Morris,2015,Pedestrian/Cyclist/Other,1,0,1
Morris,2016,Driver/Passenger,43,0,13
Morris,2017,Driver/Passenger,41,0,7
Morris,2018,Driver/Passenger,41,0,10
Morris,2019,Driver/Passenger,42,0,9
Morris,2020,Driver/Passenger,21,0,5
Morris,2020,Pedestrian/Cyclist/Other,1,0,1
Morris,2021,Driver/Passenger,35,1,6
Morris,2022,Driver/Passenger,37,0,14
Morris,2023,Driver/Passenger,33,0,5
Morris,2024,Driver/Passenger,50,0,15
Morris,2025,Driver/Passenger,35,0,9
Naugatuck,2015,Driver/Passenger,431,0,89
Naugatuck,2015,Pedestrian/Cyclist/Other,17,0,14
Naugatuck,2016,Driver/Passenger,722,0,139
Naugatuck,2016,Pedestrian/Cyclist/Other,12,1,9
Naugatuck,2017,Driver/Passenger,701,1,141
Naugatuck,2017,Pedestrian/Cyclist/Other,12,0,10
Naugatuck,2018,Driver/Passenger,657,1,125
Naugatuck,2018,Pedestrian/Cyclist/Other,8,0,7
Naugatuck,2019,Driver/Passenger,606,0,130
Naugatuck,2019,Pedestrian/Cyclist/Other,14,0,12
Naugatuck,2020,Driver/Passenger,518,1,113
Naugatuck,2020,Pedestrian/Cyclist/Other,9,0,9
Naugatuck,2021,Driver/Passenger,664,1,125
Naugatuck,2021,Pedestrian/Cyclist/Other,6,0,6
Naugatuck,2022,Driver/Passenger,653,1,122
Naugatuck,2022,Pedestrian/Cyclist/Other,8,0,8
Naugatuck,2023,Driver/Passenger,589,1,132
Naugatuck,2023,Pedestrian/Cyclist/Other,15,0,14
Naugatuck,2024,Driver/Passenger,675,0,131
Naugatuck,2024,Pedestrian/Cyclist/Other,12,0,10
Naugatuck,2025,Driver/Passenger,684,1,141
Naugatuck,2025,Pedestrian/Cyclist/Other,12,1,9
New Britain,2015,Driver/Passenger,1510,1,404
New Britain,2015,Pedestrian/Cyclist/Other,73,1,64
New Britain,2016,Driver/Passenger,1797,4,465
New Britain,2016,Pedestrian/Cyclist/Other,92,2,54
New Britain,2017,Driver/Passenger,1877,3,502
New Britain,2017,Pedestrian/Cyclist/Other,124,0,68
New Britain,2018,Driver/Passenger,1818,4,458
New Britain,2018,Pedestrian/Cyclist/Other,117,4,68
New Britain,2019,Driver/Passenger,1671,1,489
New Britain,2019,Pedestrian/Cyclist/Other,112,0,57
New Britain,2020,Driver/Passenger,1331,5,392
New Britain,2020,Pedestrian/Cyclist/Other,87,1,42
New Britain,2021,Driver/Passenger,1443,2,454
New Britain,2021,Pedestrian/Cyclist/Other,50,1,36
New Britain,2022,Driver/Passenger,1379,2,419
New Britain,2022,Pedestrian/Cyclist/Other,65,3,48
New Britain,2023,Driver/Passenger,1284,3,378
New Britain,2023,Pedestrian/Cyclist/Other,61,2,36
New Britain,2024,Driver/Passenger,1358,4,405
New Britain,2024,Pedestrian/Cyclist/Other,52,2,41
New Britain,2025,Driver/Passenger,1226,2,382
New Britain,2025,Pedestrian/Cyclist/Other,22,0,19
New Canaan,2015,Driver/Passenger,491,0,102
New Canaan,2015,Pedestrian/Cyclist/Other,5,0,5
New Canaan,2016,Driver/Passenger,497,0,102
New Canaan,2016,Pedestrian/Cyclist/Other,7,0,7
New Canaan,2017,Driver/Passenger,470,0,90
New Canaan,2017,Pedestrian/Cyclist/Other,3,0,3
New Canaan,2018,Driver/Passenger,512,2,102
New Canaan,2018,Pedestrian/Cyclist/Other,7,0,4
New Canaan,2019,Driver/Passenger,505,0,102
New Canaan,2019,Pedestrian/Cyclist/Other,10,1,10
New Canaan,2020,Driver/Passenger,286,0,51
New Canaan,2020,Pedestrian/Cyclist/Other,6,0,5
New Canaan,2021,Driver/Passenger,487,0,79
New Canaan,2021,Pedestrian/Cyclist/Other,12,0,10
New Canaan,2022,Driver/Passenger,487,0,68
New Canaan,2022,Pedestrian/Cyclist/Other,7,0,7
New Canaan,2023,Driver/Passenger,429,0,80
New Canaan,2023,Pedestrian/Cyclist/Other,7,0,6
New Canaan,2024,Driver/Passenger,481,0,91
New Canaan,2024,Pedestrian/Cyclist/Other,9,0,8
New Canaan,2025,Driver/Passenger,473,1,70
New Fairfield,2015,Driver/Passenger,147,1,35
New Fairfield,2016,Driver/Passenger,114,2,32
New Fairfield,2017,Driver/Passenger,138,1,44
New Fairfield,2017,Pedestrian/Cyclist/Other,1,0,1
New Fairfield,2018,Driver/Passenger,117,0,37
New Fairfield,2019,Driver/Passenger,121,0,27
New Fairfield,2019,Pedestrian/Cyclist/Other,2,0,2
New Fairfield,2020,Driver/Passenger,103,0,24
New Fairfield,2021,Driver/Passenger,132,0,31
New Fairfield,2022,Driver/Passenger,130,0,32
New Fairfield,2022,Pedestrian/Cyclist/Other,2,0,2
New Fairfield,2023,Driver/Passenger,120,1,32
New Fairfield,2024,Driver/Passenger,130,0,33
New Fairfield,2025,Driver/Passenger,134,1,38
New Fairfield,2025,Pedestrian/Cyclist/Other,2,0,2
New Hartford,2015,Driver/Passenger,138,0,37
New Hartford,2016,Driver/Passenger,121,1,38
New Hartford,2016,Pedestrian/Cyclist/Other,2,1,2
New Hartford,2017,Driver/Passenger,124,1,39
New Hartford,2017,Pedestrian/Cyclist/Other,2,2,2
New Hartford,2018,Driver/Passenger,114,1,28
New Hartford,2019,Driver/Passenger,136,0,27
New Hartford,2019,Pedestrian/Cyclist/Other,1,1,1
New Hartford,2020,Driver/Passenger,99,1,30
New Hartford,2020,Pedestrian/Cyclist/Other,1,0,1
New Hartford,2021,Driver/Passenger,108,0,27
New Hartford,2022,Driver/Passenger,103,2,20
New Hartford,2022,Pedestrian/Cyclist/Other,1,0,1
New Hartford,2023,Driver/Passenger,98,0,27
New Hartford,2023,Pedestrian/Cyclist/Other,1,1,1
New Hartford,2024,Driver/Passenger,108,2,31
New Hartford,2024,Pedestrian/Cyclist/Other,3,0,3
New Hartford,2025,Driver/Passenger,106,0,23
New Hartford,2025,Pedestrian/Cyclist/Other,1,0,0
New Haven,2015,Driver/Passenger,7956,7,1792
New Haven,2015,Pedestrian/Cyclist/Other,224,0,185
New Haven,2016,Driver/Passenger,7532,12,1730
New Haven,2016,Pedestrian/Cyclist/Other,257,3,222
New Haven,2017,Driver/Passenger,7558,8,1754
New Haven,2017,Pedestrian/Cyclist/Other,276,3,231
New Haven,2018,Driver/Passenger,7153,16,1820
New Haven,2018,Pedestrian/Cyclist/Other,222,3,191
New Haven,2019,Driver/Passenger,7270,9,1858
New Haven,2019,Pedestrian/Cyclist/Other,288,8,254
New Haven,2020,Driver/Passenger,5546,6,1471
New Haven,2020,Pedestrian/Cyclist/Other,194,11,173
New Haven,2021,Driver/Passenger,6600,12,1621
New Haven,2021,Pedestrian/Cyclist/Other,181,11,159
New Haven,2022,Driver/Passenger,6737,13,1573
New Haven,2022,Pedestrian/Cyclist/Other,210,5,189
New Haven,2023,Driver/Passenger,6617,8,1477
New Haven,2023,Pedestrian/Cyclist/Other,202,7,179
New Haven,2024,Driver/Passenger,6406,9,1413
New Haven,2024,Pedestrian/Cyclist/Other,213,5,178
New Haven,2025,Driver/Passenger,6604,5,1261
New Haven,2025,Pedestrian/Cyclist/Other,193,6,168
New London,2015,Driver/Passenger,842,1,151
New London,2015,Pedestrian/Cyclist/Other,39,1,30
New London,2016,Driver/Passenger,1094,0,178
New London,2016,Pedestrian/Cyclist/Other,46,0,35
New London,2017,Driver/Passenger,1055,0,169
New London,2017,Pedestrian/Cyclist/Other,45,0,38
New London,2018,Driver/Passenger,1011,0,139
New London,2018,Pedestrian/Cyclist/Other,35,0,24
New London,2019,Driver/Passenger,913,0,166
New London,2019,Pedestrian/Cyclist/Other,24,0,16
New London,2020,Driver/Passenger,802,0,136
New London,2020,Pedestrian/Cyclist/Other,23,1,20
New London,2021,Driver/Passenger,833,1,171
New London,2021,Pedestrian/Cyclist/Other,20,0,16
New London,2022,Driver/Passenger,787,0,140
New London,2022,Pedestrian/Cyclist/Other,16,0,13
New London,2023,Driver/Passenger,646,1,138
New London,2023,Pedestrian/Cyclist/Other,17,0,16
New London,2024,Driver/Passenger,831,3,178
New London,2024,Pedestrian/Cyclist/Other,21,1,17
New London,2025,Driver/Passenger,871,1,156
New London,2025,Pedestrian/Cyclist/Other,17,0,15
New Milford,2015,Driver/Passenger,699,2,158
New Milford,2015,Pedestrian/Cyclist/Other,9,1,9
New Milford,2016,Driver/Passenger,665,2,159
New Milford,2016,Pedestrian/Cyclist/Other,4,0,4
New Milford,2017,Driver/Passenger,672,0,166
New Milford,2017,Pedestrian/Cyclist/Other,11,1,10
New Milford,2018,Driver/Passenger,633,1,180
New Milford,2018,Pedestrian/Cyclist/Other,5,0,5
New Milford,2019,Driver/Passenger,647,1,154
New Milford,2019,Pedestrian/Cyclist/Other,5,1,3
New Milford,2020,Driver/Passenger,475,3,123
New Milford,2020,Pedestrian/Cyclist/Other,4,0,4
New Milford,2021,Driver/Passenger,572,0,141
New Milford,2021,Pedestrian/Cyclist/Other,5,1,5
New Milford,2022,Driver/Passenger,567,3,142
New Milford,2022,Pedestrian/Cyclist/Other,7,2,6
New Milford,2023,Driver/Passenger,571,6,156
New Milford,2023,Pedestrian/Cyclist/Other,4,0,4
New Milford,2024,Driver/Passenger,603,2,145
New Milford,2024,Pedestrian/Cyclist/Other,12,1,11
New Milford,2025,Driver/Passenger,537,0,124
New Milford,2025,Pedestrian/Cyclist/Other,5,0,4
Newington,2015,Driver/Passenger,758,3,196
Newington,2015,Pedestrian/Cyclist/Other,6,2,5
Newington,2016,Driver/Passenger,973,1,268
Newington,2016,Pedestrian/Cyclist/Other,13,1,11
Newington,2017,Driver/Passenger,929,0,245
Newington,2017,Pedestrian/Cyclist/Other,8,0,8
Newington,2018,Driver/Passenger,906,1,229
Newington,2018,Pedestrian/Cyclist/Other,11,1,10
Newington,2019,Driver/Passenger,976,1,247
Newington,2019,Pedestrian/Cyclist/Other,7,0,7
Newington,2020,Driver/Passenger,684,1,198
Newington,2020,Pedestrian/Cyclist/Other,10,0,10
Newington,2021,Driver/Passenger,836,1,215
Newington,2021,Pedestrian/Cyclist/Other,19,1,17
Newington,2022,Driver/Passenger,878,1,220
Newington,2022,Pedestrian/Cyclist/Other,8,0,7
Newington,2023,Driver/Passenger,894,0,218
Newington,2023,Pedestrian/Cyclist/Other,11,0,9
Newington,2024,Driver/Passenger,903,1,188
Newington,2024,Pedestrian/Cyclist/Other,17,1,14
Newington,2025,Driver/Passenger,1019,2,222
Newington,2025,Pedestrian/Cyclist/Other,12,0,12
Newtown,2015,Driver/Passenger,883,0,157
Newtown,2015,Pedestrian/Cyclist/Other,4,0,3
Newtown,2016,Driver/Passenger,835,1,143
Newtown,2016,Pedestrian/Cyclist/Other,4,0,2
Newtown,2017,Driver/Passenger,875,5,153
Newtown,2017,Pedestrian/Cyclist/Other,2,1,2
Newtown,2018,Driver/Passenger,943,1,188
Newtown,2018,Pedestrian/Cyclist/Other,2,0,2
Newtown,2019,Driver/Passenger,961,1,203
Newtown,2019,Pedestrian/Cyclist/Other,2,0,1
Newtown,2020,Driver/Passenger,621,2,128
Newtown,2021,Driver/Passenger,951,2,181
Newtown,2021,Pedestrian/Cyclist/Other,2,1,2
Newtown,2022,Driver/Passenger,861,2,169
Newtown,2022,Pedestrian/Cyclist/Other,3,0,2
Newtown,2023,Driver/Passenger,844,2,174
Newtown,2023,Pedestrian/Cyclist/Other,3,0,2
Newtown,2024,Driver/Passenger,866,2,172
Newtown,2024,Pedestrian/Cyclist/Other,5,1,5
Newtown,2025,Driver/Passenger,848,2,164
Newtown,2025,Pedestrian/Cyclist/Other,8,1,7
Norfolk,2015,Driver/Passenger,35,0,14
Norfolk,2016,Driver/Passenger,28,0,5
Norfolk,2017,Driver/Passenger,33,0,9
Norfolk,2018,Driver/Passenger,41,1,12
Norfolk,2018,Pedestrian/Cyclist/Other,1,0,1
Norfolk,2019,Driver/Passenger,23,0,5
Norfolk,2020,Driver/Passenger,20,0,8
Norfolk,2020,Pedestrian/Cyclist/Other,1,0,1
Norfolk,2021,Driver/Passenger,28,0,6
Norfolk,2022,Driver/Passenger,36,1,7
Norfolk,2023,Driver/Passenger,28,0,10
Norfolk,2023,Pedestrian/Cyclist/Other,1,0,1
Norfolk,2024,Driver/Passenger,35,1,11
Norfolk,2025,Driver/Passenger,34,1,5
North Branford,2015,Driver/Passenger,256,1,70
North Branford,2015,Pedestrian/Cyclist/Other,2,0,1
North Branford,2016,Driver/Passenger,249,1,80
North Branford,2016,Pedestrian/Cyclist/Other,3,0,2
North Branford,2017,Driver/Passenger,242,0,67
North Branford,2017,Pedestrian/Cyclist/Other,1,0,1
North Branford,2018,Driver/Passenger,263,3,65
North Branford,2019,Driver/Passenger,247,1,58
North Branford,2019,Pedestrian/Cyclist/Other,4,0,2
North Branford,2020,Driver/Passenger,182,2,59
North Branford,2020,Pedestrian/Cyclist/Other,2,0,1
North Branford,2021,Driver/Passenger,225,3,59
North Branford,2021,Pedestrian/Cyclist/Other,3,1,3
North Branford,2022,Driver/Passenger,218,1,65
North Branford,2022,Pedestrian/Cyclist/Other,1,1,1
North Branford,2023,Driver/Passenger,233,0,60
North Branford,2024,Driver/Passenger,216,0,64
North Branford,2024,Pedestrian/Cyclist/Other,1,1,1
North Branford,2025,Driver/Passenger,244,2,81
North Canaan,2015,Driver/Passenger,60,1,14
North Canaan,2015,Pedestrian/Cyclist/Other,1,1,1
North Canaan,2016,Driver/Passenger,54,1,17
North Canaan,2017,Driver/Passenger,57,0,12
North Canaan,2017,Pedestrian/Cyclist/Other,1,0,0
North Canaan,2018,Driver/Passenger,63,1,16
North Canaan,2019,Driver/Passenger,71,1,18
North Canaan,2019,Pedestrian/Cyclist/Other,1,0,0
North Canaan,2020,Driver/Passenger,49,1,9
North Canaan,2020,Pedestrian/Cyclist/Other,1,0,1
North Canaan,2021,Driver/Passenger,54,0,16
North Canaan,2022,Driver/Passenger,50,0,12
North Canaan,2022,Pedestrian/Cyclist/Other,3,0,3
North Canaan,2023,Driver/Passenger,58,1,13
North Canaan,2023,Pedestrian/Cyclist/Other,2,0,2
North Canaan,2024,Driver/Passenger,66,0,10
North Canaan,2024,Pedestrian/Cyclist/Other,1,0,1
North Canaan,2025,Driver/Passenger,59,0,5
North Canaan,2025,Pedestrian/Cyclist/Other,1,0,1
North Haven,2015,Driver/Passenger,1274,1,295
North Haven,2015,Pedestrian/Cyclist/Other,16,1,14
North Haven,2016,Driver/Passenger,1285,4,303
North Haven,2016,Pedestrian/Cyclist/Other,6,0,3
North Haven,2017,Driver/Passenger,1222,3,320
North Haven,2017,Pedestrian/Cyclist/Other,10,0,9
North Haven,2018,Driver/Passenger,1303,2,301
North Haven,2018,Pedestrian/Cyclist/Other,6,3,6
North Haven,2019,Driver/Passenger,1317,1,366
North Haven,2019,Pedestrian/Cyclist/Other,9,1,8
North Haven,2020,Driver/Passenger,923,3,237
North Haven,2020,Pedestrian/Cyclist/Other,11,0,11
North Haven,2021,Driver/Passenger,1302,3,305
North Haven,2021,Pedestrian/Cyclist/Other,6,0,6
North Haven,2022,Driver/Passenger,1285,5,304
North Haven,2022,Pedestrian/Cyclist/Other,9,1,6
North Haven,2023,Driver/Passenger,1303,2,268
North Haven,2023,Pedestrian/Cyclist/Other,6,0,5
North Haven,2024,Driver/Passenger,1332,2,284
North Haven,2024,Pedestrian/Cyclist/Other,7,1,6
North Haven,2025,Driver/Passenger,1208,4,269
North Haven,2025,Pedestrian/Cyclist/Other,5,1,4
North Stonington,2015,Driver/Passenger,159,2,38
North Stonington,2016,Driver/Passenger,137,0,28
North Stonington,2016,Pedestrian/Cyclist/Other,1,0,1
North Stonington,2017,Driver/Passenger,144,0,36
North Stonington,2017,Pedestrian/Cyclist/Other,2,1,2
North Stonington,2018,Driver/Passenger,127,3,28
North Stonington,2018,Pedestrian/Cyclist/Other,1,1,1
North Stonington,2019,Driver/Passenger,125,3,24
North Stonington,2020,Driver/Passenger,113,1,28
North Stonington,2021,Driver/Passenger,156,2,36
North Stonington,2021,Pedestrian/Cyclist/Other,2,0,1
North Stonington,2022,Driver/Passenger,145,1,36
North Stonington,2022,Pedestrian/Cyclist/Other,2,0,2
North Stonington,2023,Driver/Passenger,131,0,35
North Stonington,2024,Driver/Passenger,142,0,29
North Stonington,2024,Pedestrian/Cyclist/Other,2,0,2
North Stonington,2025,Driver/Passenger,127,0,35
Norwalk,2015,Driver/Passenger,2523,7,469
Norwalk,2015,Pedestrian/Cyclist/Other,42,0,41
Norwalk,2016,Driver/Passenger,2562,0,450
Norwalk,2016,Pedestrian/Cyclist/Other,55,3,51
Norwalk,2017,Driver/Passenger,3497,1,621
Norwalk,2017,Pedestrian/Cyclist/Other,63,4,48
Norwalk,2018,Driver/Passenger,3680,4,644
Norwalk,2018,Pedestrian/Cyclist/Other,69,1,59
Norwalk,2019,Driver/Passenger,3628,0,611
Norwalk,2019,Pedestrian/Cyclist/Other,83,1,69
Norwalk,2020,Driver/Passenger,2387,4,410
Norwalk,2020,Pedestrian/Cyclist/Other,63,1,53
Norwalk,2021,Driver/Passenger,3414,1,605
Norwalk,2021,Pedestrian/Cyclist/Other,66,0,55
Norwalk,2022,Driver/Passenger,3658,2,659
Norwalk,2022,Pedestrian/Cyclist/Other,71,1,55
Norwalk,2023,Driver/Passenger,3622,3,574
Norwalk,2023,Pedestrian/Cyclist/Other,70,0,65
Norwalk,2024,Driver/Passenger,3688,3,559
Norwalk,2024,Pedestrian/Cyclist/Other,93,1,80
Norwalk,2025,Driver/Passenger,3165,4,485
Norwalk,2025,Pedestrian/Cyclist/Other,85,3,74
Norwich,2015,Driver/Passenger,1275,3,228
Norwich,2015,Pedestrian/Cyclist/Other,22,0,20
Norwich,2016,Driver/Passenger,1205,3,266
Norwich,2016,Pedestrian/Cyclist/Other,14,1,14
Norwich,2017,Driver/Passenger,1308,4,264
Norwich,2017,Pedestrian/Cyclist/Other,16,0,12
Norwich,2018,Driver/Passenger,1358,2,258
Norwich,2018,Pedestrian/Cyclist/Other,17,0,13
Norwich,2019,Driver/Passenger,1383,4,254
Norwich,2019,Pedestrian/Cyclist/Other,19,0,16
Norwich,2020,Driver/Passenger,1140,4,243
Norwich,2020,Pedestrian/Cyclist/Other,23,0,20
Norwich,2021,Driver/Passenger,1288,1,261
Norwich,2021,Pedestrian/Cyclist/Other,16,0,15
Norwich,2022,Driver/Passenger,1284,3,255
Norwich,2022,Pedestrian/Cyclist/Other,27,1,24
Norwich,2023,Driver/Passenger,1101,3,226
Norwich,2023,Pedestrian/Cyclist/Other,13,0,12
Norwich,2024,Driver/Passenger,1282,1,249
Norwich,2024,Pedestrian/Cyclist/Other,22,0,21
Norwich,2025,Driver/Passenger,1327,0,252
Norwich,2025,Pedestrian/Cyclist/Other,15,0,15
Old Lyme,2015,Driver/Passenger,218,2,43
Old Lyme,2015,Pedestrian/Cyclist/Other,2,0,2
Old Lyme,2016,Driver/Passenger,179,2,39
Old Lyme,2016,Pedestrian/Cyclist/Other,3,1,3
Old Lyme,2017,Driver/Passenger,230,2,43
Old Lyme,2017,Pedestrian/Cyclist/Other,1,1,1
Old Lyme,2018,Driver/Passenger,151,0,45
Old Lyme,2018,Pedestrian/Cyclist/Other,3,0,3
Old Lyme,2019,Driver/Passenger,156,1,38
Old Lyme,2019,Pedestrian/Cyclist/Other,2,0,2
Old Lyme,2020,Driver/Passenger,117,1,38
Old Lyme,2020,Pedestrian/Cyclist/Other,1,0,1
Old Lyme,2021,Driver/Passenger,150,0,32
Old Lyme,2021,Pedestrian/Cyclist/Other,2,0,2
Old Lyme,2022,Driver/Passenger,184,1,44
Old Lyme,2022,Pedestrian/Cyclist/Other,3,0,3
Old Lyme,2023,Driver/Passenger,139,2,41
Old Lyme,2023,Pedestrian/Cyclist/Other,2,0,2
Old Lyme,2024,Driver/Passenger,169,0,52
Old Lyme,2025,Driver/Passenger,157,0,39
Old Lyme,2025,Pedestrian/Cyclist/Other,2,0,2
Old Saybrook,2015,Driver/Passenger,279,1,49
Old Saybrook,2015,Pedestrian/Cyclist/Other,5,0,3
Old Saybrook,2016,Driver/Passenger,315,1,56
Old Saybrook,2016,Pedestrian/Cyclist/Other,9,1,9
Old Saybrook,2017,Driver/Passenger,326,0,67
Old Saybrook,2017,Pedestrian/Cyclist/Other,6,0,4
Old Saybrook,2018,Driver/Passenger,349,0,51
Old Saybrook,2018,Pedestrian/Cyclist/Other,6,0,6
Old Saybrook,2019,Driver/Passenger,285,1,41
Old Saybrook,2019,Pedestrian/Cyclist/Other,6,0,4
Old Saybrook,2020,Driver/Passenger,264,0,39
Old Saybrook,2020,Pedestrian/Cyclist/Other,7,0,6
Old Saybrook,2021,Driver/Passenger,280,0,55
Old Saybrook,2021,Pedestrian/Cyclist/Other,5,0,3
Old Saybrook,2022,Driver/Passenger,284,0,66
Old Saybrook,2022,Pedestrian/Cyclist/Other,4,0,3
Old Saybrook,2023,Driver/Passenger,306,0,50
Old Saybrook,2023,Pedestrian/Cyclist/Other,4,0,2
Old Saybrook,2024,Driver/Passenger,260,0,50
Old Saybrook,2024,Pedestrian/Cyclist/Other,5,0,5
Old Saybrook,2025,Driver/Passenger,258,2,41
Old Saybrook,2025,Pedestrian/Cyclist/Other,5,0,2
Orange,2015,Driver/Passenger,1093,1,274
Orange,2015,Pedestrian/Cyclist/Other,10,0,10
Orange,2016,Driver/Passenger,1055,1,295
Orange,2016,Pedestrian/Cyclist/Other,7,1,4
Orange,2017,Driver/Passenger,1149,2,325
Orange,2017,Pedestrian/Cyclist/Other,7,0,4
Orange,2018,Driver/Passenger,1083,3,312
Orange,2018,Pedestrian/Cyclist/Other,6,1,5
Orange,2019,Driver/Passenger,1087,2,258
Orange,2019,Pedestrian/Cyclist/Other,7,1,7
Orange,2020,Driver/Passenger,844,1,234
Orange,2020,Pedestrian/Cyclist/Other,2,0,1
Orange,2021,Driver/Passenger,993,2,256
Orange,2021,Pedestrian/Cyclist/Other,7,0,7
Orange,2022,Driver/Passenger,993,0,234
Orange,2022,Pedestrian/Cyclist/Other,6,1,6
Orange,2023,Driver/Passenger,1004,2,227
Orange,2023,Pedestrian/Cyclist/Other,14,1,13
Orange,2024,Driver/Passenger,969,0,203
Orange,2024,Pedestrian/Cyclist/Other,4,0,4
Orange,2025,Driver/Passenger,988,2,238
Orange,2025,Pedestrian/Cyclist/Other,9,0,8
Oxford,2015,Driver/Passenger,195,0,39
Oxford,2016,Driver/Passenger,212,2,52
Oxford,2017,Driver/Passenger,209,0,44
Oxford,2017,Pedestrian/Cyclist/Other,2,0,2
Oxford,2018,Driver/Passenger,191,0,45
Oxford,2019,Driver/Passenger,187,1,47
Oxford,2019,Pedestrian/Cyclist/Other,1,0,1
Oxford,2020,Driver/Passenger,150,0,42
Oxford,2020,Pedestrian/Cyclist/Other,1,0,1
Oxford,2021,Driver/Passenger,177,0,54
Oxford,2021,Pedestrian/Cyclist/Other,2,0,2
Oxford,2022,Driver/Passenger,209,0,53
Oxford,2022,Pedestrian/Cyclist/Other,1,0,1
Oxford,2023,Driver/Passenger,159,0,38
Oxford,2023,Pedestrian/Cyclist/Other,1,1,1
Oxford,2024,Driver/Passenger,181,1,35
Oxford,2025,Driver/Passenger,166,1,53
Oxford,2025,Pedestrian/Cyclist/Other,1,0,1
Plainfield,2015,Driver/Passenger,186,2,53
Plainfield,2015,Pedestrian/Cyclist/Other,5,1,4
Plainfield,2016,Driver/Passenger,211,1,66
Plainfield,2016,Pedestrian/Cyclist/Other,1,0,0
Plainfield,2017,Driver/Passenger,213,1,49
Plainfield,2017,Pedestrian/Cyclist/Other,1,0,1
Plainfield,2018,Driver/Passenger,288,2,78
Plainfield,2018,Pedestrian/Cyclist/Other,5,0,4
Plainfield,2019,Driver/Passenger,293,2,56
Plainfield,2020,Driver/Passenger,239,1,74
Plainfield,2020,Pedestrian/Cyclist/Other,1,0,1
Plainfield,2021,Driver/Passenger,322,1,81
Plainfield,2022,Driver/Passenger,300,1,65
Plainfield,2022,Pedestrian/Cyclist/Other,2,0,2
Plainfield,2023,Driver/Passenger,352,1,95
Plainfield,2023,Pedestrian/Cyclist/Other,4,0,4
Plainfield,2024,Driver/Passenger,348,0,81
Plainfield,2024,Pedestrian/Cyclist/Other,2,0,1
Plainfield,2025,Driver/Passenger,259,1,60
Plainfield,2025,Pedestrian/Cyclist/Other,3,0,3
Plainville,2015,Driver/Passenger,660,1,182
Plainville,2015,Pedestrian/Cyclist/Other,8,1,8
Plainville,2016,Driver/Passenger,702,1,210
Plainville,2016,Pedestrian/Cyclist/Other,9,0,7
Plainville,2017,Driver/Passenger,693,1,204
Plainville,2017,Pedestrian/Cyclist/Other,11,1,8
Plainville,2018,Driver/Passenger,671,2,192
Plainville,2018,Pedestrian/Cyclist/Other,4,0,3
Plainville,2019,Driver/Passenger,633,4,169
Plainville,2019,Pedestrian/Cyclist/Other,5,0,4
Plainville,2020,Driver/Passenger,449,0,138
Plainville,2020,Pedestrian/Cyclist/Other,4,1,4
Plainville,2021,Driver/Passenger,578,1,149
Plainville,2021,Pedestrian/Cyclist/Other,8,2,7
Plainville,2022,Driver/Passenger,581,5,160
Plainville,2022,Pedestrian/Cyclist/Other,4,1,4
Plainville,2023,Driver/Passenger,613,0,173
Plainville,2023,Pedestrian/Cyclist/Other,7,0,6
Plainville,2024,Driver/Passenger,605,1,142
Plainville,2024,Pedestrian/Cyclist/Other,9,0,7
Plainville,2025,Driver/Passenger,641,0,131
Plainville,2025,Pedestrian/Cyclist/Other,7,1,4
Plymouth,2015,Driver/Passenger,212,1,47
Plymouth,2015,Pedestrian/Cyclist/Other,1,0,0
Plymouth,2016,Driver/Passenger,260,0,66
Plymouth,2016,Pedestrian/Cyclist/Other,4,0,3
Plymouth,2017,Driver/Passenger,267,1,78
Plymouth,2017,Pedestrian/Cyclist/Other,1,0,1
Plymouth,2018,Driver/Passenger,245,1,67
Plymouth,2018,Pedestrian/Cyclist/Other,1,0,1
Plymouth,2019,Driver/Passenger,233,0,73
Plymouth,2019,Pedestrian/Cyclist/Other,2,0,2
Plymouth,2020,Driver/Passenger,163,0,40
Plymouth,2020,Pedestrian/Cyclist/Other,6,0,5
Plymouth,2021,Driver/Passenger,199,0,43
Plymouth,2021,Pedestrian/Cyclist/Other,2,0,2
Plymouth,2022,Driver/Passenger,231,1,68
Plymouth,2022,Pedestrian/Cyclist/Other,4,0,3
Plymouth,2023,Driver/Passenger,232,1,70
Plymouth,2023,Pedestrian/Cyclist/Other,3,0,2
Plymouth,2024,Driver/Passenger,235,1,68
Plymouth,2024,Pedestrian/Cyclist/Other,1,0,1
Plymouth,2025,Driver/Passenger,191,0,51
Plymouth,2025,Pedestrian/Cyclist/Other,3,0,3
Pomfret,2015,Driver/Passenger,65,0,19
Pomfret,2016,Driver/Passenger,66,0,16
Pomfret,2017,Driver/Passenger,70,0,25
Pomfret,2017,Pedestrian/Cyclist/Other,1,1,1
Pomfret,2018,Driver/Passenger,52,1,11
Pomfret,2019,Driver/Passenger,71,1,21
Pomfret,2020,Driver/Passenger,48,2,20
Pomfret,2021,Driver/Passenger,59,2,16
Pomfret,2022,Driver/Passenger,60,0,16
Pomfret,2023,Driver/Passenger,71,1,18
Pomfret,2023,Pedestrian/Cyclist/Other,1,0,1
